url,city,name
http://www.datacentermap.com/united-kingdom/manchester/salford.html,Manchester,Salford
http://www.datacentermap.com/spain/madrid/colt-madrid1.html,Madrid,"Colt Madrid, Manoteras"
http://www.datacentermap.com/spain/madrid/interxion-mad2.html,Madrid,"Interxion MAD2 (Madrid, Spain)"
http://www.datacentermap.com/spain/madrid/interxion-madrid.html,Madrid,"Interxion MAD1 (Madrid, Spain)"
http://www.datacentermap.com/united-kingdom/manchester/ifl3.html,Manchester,IFL3
http://www.datacentermap.com/united-kingdom/manchester/salford-quays.html,Manchester,Computacenter - Manchester
http://www.datacentermap.com/usa/massachusetts/marlborough/sungard-250-locke.html,Marlborough,SunGard 250 Locke
http://www.datacentermap.com/france/marseille/interxion-mrs1.html,Marseille,"Interxion MRS1 (Marseille, France)"
http://www.datacentermap.com/australia/melbourne/vocus-port-melbourne.html,Melbourne,Vocus Data Centre - Port Melbourne
http://www.datacentermap.com/italy/milan/colt-milan1.html,Milan,"Colt Milan, Lancetti"
http://www.datacentermap.com/australia/melbourne/melbourne-2.html,Melbourne,Metronode Melbourne 2
http://www.datacentermap.com/australia/melbourne/melbourne-1.html,Melbourne,Metronode Melbourne 1
http://www.datacentermap.com/australia/melbourne/melbourne-data-centre.html,Melbourne,Melbourne Data Centre
http://www.datacentermap.com/australia/melbourne/mitcham.html,Melbourne,EDC Mitcham
http://www.datacentermap.com/australia/melbourne/ntt-melbourne1.html,Melbourne,Australia Melbourne 1 Data Center
http://www.datacentermap.com/australia/melbourne/530-collins-st.html,Melbourne,530 Collins St
