description,title,country,region,postal code,locality,extend address,name
"
	Cizgi Telekomunikasyon A.S. is located in the area ISTANBUL, Turkey (Türkiye), and the colocation data center is  carrier neutral. The data center was last updated on 10-12-2013.",Cizgi Telekomunikasyon A.S.,Turkey,Mecidiyekoy,34390,Istanbul,Cizgi Telekomunikasyon A.S.,Cizgi Telekom A.S.
"
	Atlasa is located in the area Riga, Latvia (Latvija), and the colocation data center is  carrier neutral. The data center was last updated on 17-01-2011.",Atlasa,Latvia,,LV-1006,Riga,Atlasa,"Telia Latvija, SIA"
"
	Pascal de Rienzo is located in the area Le Mans, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 16-01-2011.",Pascal de Rienzo,France,Sarthe,72650,Saint Saturnin,Pascal de Rienzo,Datagrex
"
	Thor Data Center is located in the area Reykjavik, Iceland (Island), and the colocation data center is  carrier neutral. The data center was last updated on 18-01-2011.",Thor Data Center,Iceland,IS,221,Hafnarfjordur,,Thor Data Center
"
	DataLine/Korovinskoe is located in the area Moscow, Russia, and the colocation data center is not  carrier neutral. The data center was last updated on 20-01-2011.",DataLine/Korovinskoe,Russia,,125 412,Moscow,DataLine/Korovinskoe,DataLine
"
	Doncater Datacentre - Hansen Tech is located in the area Melbourne (Victoria), Australia, and the colocation data center is not  carrier neutral. The data center was last updated on 27-01-2011.",Doncater Datacentre - Hansen Tech,Australia,VIC,3108,Melbourne,Doncater Datacentre - Hansen Tech,Hansen Technologies
"
	South Melb Datacentre - Hansen Tech is located in the area Melbourne (Victoria), Australia, and the colocation data center is not  carrier neutral. The data center was last updated on 27-01-2011.",South Melb Datacentre - Hansen Tech,Australia,VIC,3205,Melbourne,South Melb Datacentre - Hansen Tech,Hansen Technologies
"
	Perpetuus DC / DCP1 is located in the area Bratislava, Slovakia (Slovak Republic), and the colocation data center is  carrier neutral. The data center was last updated on 01-02-2011.",Perpetuus DC / DCP1,Slovakia,,84107,Bratislava,Perpetuus DC / DCP1,"CNC, a.s."
"
	Alternative Data Center is located in the area Lille, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 31-01-2011.",Alternative Data Center,France,Nord 59,59262,Sainghin en Mélantois,Alternative Data Center,CIV / Alternative Data Center
"
	Grupo SMS is located in the area Irvine, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 09-01-2014.",Grupo SMS,USA,california,92614,Irvine,,Grupo SMS
"
	AA Telekom is located in the area Istanbul, Turkey (Türkiye), and the colocation data center is  carrier neutral. The data center was last updated on 05-02-2011.",AA Telekom,Turkey,Esenler,34235,Istanbul,AA Telekom,AA TELEKOM
"
	GWeb Data Center is located in the area Richmond, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 06-02-2011.",GWeb Data Center,USA,Virginia,23111,Mechanicsville,GWeb Data Center,Global Web Solutions Inc.
"
	Advance2000 is located in the area Buffalo, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 10-02-2011.",Advance2000,USA,New York,14221,Williamsville,,Advance2000
"
	OMNICONNECT (OCDC) is located in the area Melbourne (Victoria), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 08-02-2016.",OMNICONNECT (OCDC),Australia,Victoria,3201,Carrum Downs,OMNICONNECT (OCDC),OMNICONNECT
"
	Parc Tecnologic is located in the area Valencia, Spain (España), and the colocation data center is not  carrier neutral. The data center was last updated on 09-02-2011.",Parc Tecnologic,Spain,,46980,paterna,Parc Tecnologic,TISSAT
"
	DCC-IDF is located in the area Paris, France (Française), and the colocation data center is not  carrier neutral. The data center was last updated on 11-02-2011.",DCC-IDF,France,,93300,Aubervilliers,DCC-IDF,Completel
"
	Abserver DataCenter is located in the area Alicante, Spain (España), and the colocation data center is not  carrier neutral. The data center was last updated on 06-06-2014.",Abserver DataCenter,Spain,,03203,Alicante,Abserver DataCenter,Access Basic Server
"
	NetDC IAD3 Data Center is located in the area Reston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 18-08-2014.",NetDC IAD3 Data Center,USA,Virginia,20190,Reston,NetDC IAD3 Data Center,"Net Data Centers, Inc."
"
	GoRACK Data Center is located in the area Jacksonville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 11-02-2011.",GoRACK Data Center,USA,Florida,32204,Jacksonville,,GoRACK Data Center
"
	DataFirst is located in the area Jaipur, India, and the colocation data center is not  carrier neutral. The data center was last updated on 19-03-2014.",DataFirst,India,Rajasthan,304025,Jaipur,DataFirst,Cloud Planet Technologies Pvt Ltd
"
	NASPLEX is located in the area Baton Rouge, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-02-2011.",NASPLEX,USA,Louisiana,70810,Baton Rouge,,NASPLEX
"
	Peak 10 Nashville 2 is located in the area Nashville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-02-2011.",Peak 10 Nashville 2,USA,Tennessee,37067,Franklin,Peak 10 Nashville 2,"Peak 10, Inc."
"
	CyrusOne - Stamford, CT is located in the area Stamford, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-07-2015.","CyrusOne - Stamford, CT",USA,Connecticut,06902,Stamford,"CyrusOne - Stamford, CT",CyrusOne
"
	TIER is located in the area Craiova, Romania, and the colocation data center is not  carrier neutral. The data center was last updated on 11-02-2011.",TIER,Romania,Dolj,200621,Craiova,,TIER
"
	ClearBearing, Inc. is located in the area Burlington, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-08-2011.","ClearBearing, Inc.",USA,Vermont,05401,Burlington,,"ClearBearing, Inc."
"
	Jaipur DataCenter India is located in the area Jaipur, India, and the colocation data center is  carrier neutral. The data center was last updated on 16-05-2013.",Jaipur DataCenter India,India,Rajasthan,302018,Jaipur,Jaipur DataCenter India,HostRightNow Technologies
"
	Network Research Belgium (NRB) is located in the area Liege (Liège), Belgium, and the colocation data center is not  carrier neutral. The data center was last updated on 22-02-2011.",Network Research Belgium (NRB),Belgium,Liège,4040,Herstal,Network Research Belgium (NRB),NRB
"
	China Western Information Center is located in the area Chengdu, China, and the colocation data center is not  carrier neutral. The data center was last updated on 06-03-2012.",China Western Information Center,China,Sichuan,610041 TELE:+868008860163,Chengdu,China Western Information Center,China Telecom SiChuan Branch
"
	Public Square Tech Center is located in the area Cleveland, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 25-02-2011.",Public Square Tech Center,USA,Colorado,44114,Cleveland,Public Square Tech Center,Morgan Reed Group
"
	Thornton Colorado Data Center is located in the area Denver, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 24-02-2011.",Thornton Colorado Data Center,USA,Colorado,80241,Thornton,Thornton Colorado Data Center,Morgan Reed Group
"
	SKALI Internet Data Center is located in the area Selangor, Malaysia, and the colocation data center is  carrier neutral. The data center was last updated on 25-02-2011.",SKALI Internet Data Center,Malaysia,Selangor,43409,Serdang,SKALI Internet Data Center,SKALI
"
	One Market Center is located in the area Baltimore, USA (America).",One Market Center,,,,,,
"
	1220 L Street NW is located in the area Washington D.C., USA (America).",1220 L Street NW,,,,,,
"
	801 Main Street - Lenoir is located in the area Hickory, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 25-02-2011.",801 Main Street - Lenoir,USA,North Carolina,28645,Lenoir,801 Main Street - Lenoir,"Dacentec, Inc"
"
	Defense Datacenter is located in the area Paris, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 05-06-2013.",Defense Datacenter,France,,92000,Nanterre,,Defense Datacenter
"
	POP54 is located in the area Nancy, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 27-02-2011.",POP54,France,,54320,Maxeville,POP54,NEO CENTER EST
"
	POP57 is located in the area Metz, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 27-02-2011.",POP57,France,,57140,Woippy,POP57,NEO CENTER EST
"
	METMAN is located in the area Metz, France (Française).",METMAN,,,,,,
"
	TELEHOUSE Shanghai  Jinqiao - 2 is located in the area Shanghai, China, and the colocation data center is not  carrier neutral. The data center was last updated on 09-06-2015.",TELEHOUSE Shanghai  Jinqiao - 2,China,,Pudong,Shanghai,TELEHOUSE Shanghai  Jinqiao - 2,KDDI Corporation
"
	ZUGERNET Datacenter is located in the area Zug, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 19-01-2012.",ZUGERNET Datacenter,Switzerland,ZG,6340,Baar,ZUGERNET Datacenter,ZUGERNET
"
	Granite Block Data is located in the area Fall River, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 28-02-2011.",Granite Block Data,USA,Massachusetts,02720,Fall River,Granite Block Data,"Granite Block Global Data Center, Inc."
"
	Ascenix is located in the area Singapore, Singapore, and the colocation data center is  carrier neutral. The data center was last updated on 28-02-2011.",Ascenix,Singapore,Singapore,339416,Singapore,Ascenix,Ascenix Pte Ptd
"
	IFB Union Street is located in the area Aberdeen, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 02-03-2011.",IFB Union Street,United Kingdom,,AB11 6BX,Aberdeen,IFB Union Street,IFB
"
	Scalis is located in the area Cluj Napoca, Romania, and the colocation data center is not  carrier neutral. The data center was last updated on 03-03-2011.",Scalis,Romania,Cluj,400592,Cluj-Napoca,Scalis,Webfactor
"
	Creative Network Innovations is located in the area Melbourne FL, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 07-03-2011.",Creative Network Innovations,USA,Florida,32935,Melbourne,,Creative Network Innovations
"
	Adam BCN is located in the area Barcelona, Spain (España), and the colocation data center is  carrier neutral. The data center was last updated on 23-04-2015.",Adam BCN,Spain,,08025,Barcelona,Adam BCN,Adam
"
	Adam MAD is located in the area Madrid, Spain (España), and the colocation data center is  carrier neutral. The data center was last updated on 23-04-2015.",Adam MAD,Spain,,28600,Navalcarnero,Adam MAD,Adam
"
	aql DC2 is located in the area Leeds, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 24-12-2013.",aql DC2,United Kingdom,West Yorkshire,LS10 1JW,Leeds,aql DC2,aql
"
	Orbit Data Centre is located in the area Auckland, New Zealand, and the colocation data center is  carrier neutral. The data center was last updated on 07-01-2014.",Orbit Data Centre,New Zealand,,0632,Auckland,Orbit Data Centre,Datacom
"
	vCitadel Atlanta-Curran Street is located in the area Atlanta, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 29-01-2017.",vCitadel Atlanta-Curran Street,USA,Georgia,30318,Atlanta,vCitadel Atlanta-Curran Street,Virtual Citadel
"
	vCitadel Atlanta-Godby Road is located in the area Atlanta, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-01-2017.",vCitadel Atlanta-Godby Road,USA,Georgia,30349,Atlanta,vCitadel Atlanta-Godby Road,Virtual Citadel
"
	DCforDATA is located in the area Lyon, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 23-06-2015.",DCforDATA,France,,69760,Limonest,DCforDATA,DCforData
"
	CWCS Managed Hosting is located in the area Nottingham, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 03-10-2016.",CWCS Managed Hosting,United Kingdom,Nottinghamshire,NG9 2LP,Nottingham,,CWCS Managed Hosting
"
	Internap Boston 50 Innerbelt Rd is located in the area Boston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-07-2012.",Internap Boston 50 Innerbelt Rd,USA,Massachusetts,02143,Somerville,Internap Boston 50 Innerbelt Rd,Internap Network Services Corporation
"
	DCWest is located in the area Perth (Western Australia), Australia, and the colocation data center is not  carrier neutral. The data center was last updated on 14-03-2011.",DCWest,Australia,WA,6000,Perth,DCWest,DC West Pty. Ltd.
"
	GlobeOp is located in the area Yorktown Heights, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 14-03-2011.",GlobeOp,USA,New York,10598,Yorktown Heights,,GlobeOp
"
	Immedion is located in the area Columbia, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 04-08-2016.",Immedion,USA,South Carolina,29201,Columbia,,Immedion
"
	Deltalis DKII is located in the area Uri, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 26-11-2011.",Deltalis DKII,Switzerland,,6468,Attinghausen,Deltalis DKII,Deltalis SA
"
	Teraco Durban is located in the area Durban, South Africa, and the colocation data center is  carrier neutral. The data center was last updated on 25-06-2014.",Teraco Durban,South Africa,KwaZulu Natal,4001,Durban,Teraco Durban,Teraco Data Environments (Pty) Ltd
"
	Park Royal is located in the area London, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 22-03-2011.",Park Royal,United Kingdom,,NW107PH,London,Park Royal,Vital Group
"
	US Internet is located in the area Minneapolis, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2015.",US Internet,USA,Minnesota,55305,Minnetonka,,US Internet
"
	Dubai Silicon Oasis Data Center is located in the area Dubai (Dubai Internet City), United Arab Emirates (UAE), and the colocation data center is not  carrier neutral. The data center was last updated on 08-03-2012.",Dubai Silicon Oasis Data Center,United Arab Emirates,,6009,Dubai,Dubai Silicon Oasis Data Center,Dubai Silicon Oasis Authority - Government of Dubai
"
	CTSI is located in the area Richmond, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 28-03-2011.",CTSI,USA,virginia,23237,Richmond,CTSI,"Commonwealth Technical Services, Inc."
"
	Spectra Access is located in the area Manchester NH, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 29-03-2011.",Spectra Access,USA,New Hampshire,03101,Manchester,,Spectra Access
"
	PhotonLink DataCenter is located in the area Hong Kong, Hong Kong (Hong Kong, SAR of China), and the colocation data center is not  carrier neutral. The data center was last updated on 07-06-2011.",PhotonLink DataCenter,Hong Kong,,000000,Hong Kong,PhotonLink DataCenter,Photon Link Limited
"
	Cogent Phoenix is located in the area Phoenix, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 25-06-2012.",Cogent Phoenix,USA,Arizona,85034,Phoenix,Cogent Phoenix,"Cogent Communications, Inc."
"
	TELEHOUSE ISTANBUL is located in the area Istanbul, TURKEY (Türkiye), and the colocation data center is  carrier neutral. The data center was last updated on 09-09-2011.",TELEHOUSE ISTANBUL,TURKEY,,34742,Istanbul,TELEHOUSE ISTANBUL,Teknotel Telekomunikasyon A.S
"
	TEKNOTEL Datacenter is located in the area Istanbul, TURKEY (Türkiye), and the colocation data center is not  carrier neutral. The data center was last updated on 09-09-2011.",TEKNOTEL Datacenter,TURKEY,,34841,Istanbul,TEKNOTEL Datacenter,Teknotel Telekomunikasyon A.S
"
	Virtustream SF is located in the area San Francisco, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 14-09-2011.",Virtustream SF,USA,California,94013,San Francisco,Virtustream SF,Virtustream
"
	DataCenter SYSTEM-CLINCH is located in the area Winterthur, Switzerland (Schweiz), and the colocation data center is not  carrier neutral. The data center was last updated on 04-03-2014.",DataCenter SYSTEM-CLINCH,Switzerland,ZH,8400,Winterthur,DataCenter SYSTEM-CLINCH,SYSTEM-CLINCH Internet Services GmbH
"
	Densitas is located in the area Zürich, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 05-06-2013.",Densitas,Switzerland,GL,8752,Näfels,Densitas,Densitas AG
"
	Southern Union Data Center is located in the area Houston, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 19-01-2012.",Southern Union Data Center,USA,Texas,77054,Houston,Southern Union Data Center,Southern Union
"
	MigSolv Data Centre is located in the area Norwich, United kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 16-03-2013.",MigSolv Data Centre,United kingdom,Norfolk,NR5 9JB,Norwich,,MigSolv Data Centre
"
	Borman Data Center is located in the area St. Louis, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 05-04-2011.",Borman Data Center,USA,Missouri,63146,St. Louis,Borman Data Center,Hostirian LLC
"
	Fiber Fortress is located in the area Winnipeg, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 19-08-2014.",Fiber Fortress,Canada,Manitoba,R3H 0L2,Winnipeg,,Fiber Fortress
"
	Kapitan Andreevo is located in the area Kapitan Andreevo, Bulgaria, and the colocation data center is  carrier neutral. The data center was last updated on 08-04-2011.",Kapitan Andreevo,Bulgaria,,6530,Kapitan Andreevo,Kapitan Andreevo,TSBG
"
	Marina Towers is located in the area Los Angeles, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 09-04-2011.",Marina Towers,USA,California,90292,Marina Del Rey,Marina Towers,"DigiLink, Inc."
"
	Webair NY1 is located in the area Long Island, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 09-04-2011.",Webair NY1,USA,New York,11530,Garden City,Webair NY1,"Webair Internet Development, inc."
"
	TelCo Center is located in the area Paris, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 24-09-2012.",TelCo Center,France,,92400,Courbevoie,TelCo Center,Alphalink
"
	MTC is located in the area Buffalo, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 11-04-2011.",MTC,USA,New York,14228,Amherst,MTC,Matrix Telecommunications
"
	Ativas Data Center S.A is located in the area Belo Horizonte, Brazil (Brasil), and the colocation data center is  carrier neutral. The data center was last updated on 25-04-2011.",Ativas Data Center S.A,Brazil,MG,30140090,Belo Horizonte,,Ativas Data Center S.A
"
	EDIS Datacenter is located in the area Graz, Austria (Österreich), and the colocation data center is not  carrier neutral. The data center was last updated on 21-08-2011.",EDIS Datacenter,Austria,Styria,8042,Graz,EDIS Datacenter,EDIS GmbH
"
	PLEXVAL is located in the area Valencia, Spain (España), and the colocation data center is  carrier neutral. The data center was last updated on 14-04-2011.",PLEXVAL,Spain,,46980,Paterna,PLEXVAL,Plexval Valencia Datos S.L.
"
	next layer Datacenter is located in the area Vienna (Wien), Austria (Österreich), and the colocation data center is  carrier neutral. The data center was last updated on 03-12-2015.",next layer Datacenter,Austria,,1010,Vienna,next layer Datacenter,next layer gmbh
"
	HDDC is located in the area Auckland, New Zealand, and the colocation data center is  carrier neutral. The data center was last updated on 04-03-2015.",HDDC,New Zealand,North Shore City,0632,Auckland,HDDC,HD
"
	Columbia 1 is located in the area Bend, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 04-03-2015.",Columbia 1,USA,Oregon,97702,Bend,Columbia 1,Cascade Divide
"
	Vastnet - Denver, CO is located in the area Denver, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 25-10-2013.","Vastnet - Denver, CO",USA,Colorado,80229,Denver,"Vastnet - Denver, CO",Vastnet
"
	44 Victoria St / 25 Adelaide St East is located in the area Toronto, Canada.",44 Victoria St / 25 Adelaide St East,,,,,,
"
	Cybernet is located in the area Karachi, Pakistan (Islamic Republic of Pakistan), and the colocation data center is not  carrier neutral. The data center was last updated on 29-04-2011.",Cybernet,Pakistan,Sind,74200,Karachi,,Cybernet
"
	The Datacenter Group is located in the area Amsterdam, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 10-04-2012.",The Datacenter Group,The Netherlands,,1014BB,Amsterdam,,The Datacenter Group
"
	DC 1 is located in the area Catania, Italy (Italia), and the colocation data center is not  carrier neutral. The data center was last updated on 10-04-2012.",DC 1,Italy,Italy,95027,San Gregorio di Catania,DC 1,Sielte S.p.A.
"
	Dataware, LLC is located in the area Sioux Falls, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 03-05-2011.","Dataware, LLC",USA,South Dakota,57104,Sioux Falls,"Dataware, LLC","Dataware Services, LLC"
"
	Razor Data Center is located in the area Philadelphia, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 05-05-2011.",Razor Data Center,USA,Pennsylvania,19123,Philadelphia,Razor Data Center,"Razor, Inc."
"
	ServerBank is located in the area Manchester, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 05-05-2011.",ServerBank,United Kingdom,,M1 4EH,Manchester,ServerBank,Daisy Communications Ltd
"
	YesUp Carrier Neutral Datacenter is located in the area toronto, canada, and the colocation data center is  carrier neutral. The data center was last updated on 06-05-2011.",YesUp Carrier Neutral Datacenter,canada,ontario,m2h2w2,toronto,YesUp Carrier Neutral Datacenter,YesUp
"
	NCC Balcan-IX Dacia is located in the area Bucharest, Romania, and the colocation data center is  carrier neutral. The data center was last updated on 06-05-2011.",NCC Balcan-IX Dacia,Romania,,020053,Bucharest,NCC Balcan-IX Dacia,Telekom Romania Communications
"
	NCC Balcan-IX Piscului is located in the area Bucharest, Romania, and the colocation data center is  carrier neutral. The data center was last updated on 16-05-2011.",NCC Balcan-IX Piscului,Romania,District 4,040437,Bucharest,NCC Balcan-IX Piscului,Telekom Romania Communications
"
	NCC Balcan-IX Galati is located in the area Galati, Romania, and the colocation data center is  carrier neutral. The data center was last updated on 06-05-2011.",NCC Balcan-IX Galati,Romania,Galati,800306,Galati,NCC Balcan-IX Galati,Telekom Romania Communications
"
	6-7 Harbour Exchange (Docklands) is located in the area London, United Kingdom (UK).",6-7 Harbour Exchange (Docklands),,,,,,
"
	IPC 3 is located in the area Karlsruhe, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 10-05-2011.",IPC 3,Germany,,76227,Karlsruhe,IPC 3,TelemaxX Telekommunikation GmbH
"
	NCC Balcan-IX Iasi is located in the area Iasi, Romania, and the colocation data center is  carrier neutral. The data center was last updated on 16-05-2011.",NCC Balcan-IX Iasi,Romania,Iasi,700057,Iasi,NCC Balcan-IX Iasi,Telekom Romania Communications
"
	Datacell is located in the area Reykjavik, Iceland (Island), and the colocation data center is not  carrier neutral. The data center was last updated on 18-05-2011.",Datacell,Iceland,IS,101,Reykjavik,,Datacell
"
	Redwire DC is located in the area London, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 20-05-2011.",Redwire DC,United Kingdom,,W5 2ST,London,,Redwire DC
"
	GRVXHost is located in the area Joinville, Brazil (Brasil), and the colocation data center is not  carrier neutral. The data center was last updated on 05-10-2011.",GRVXHost,Brazil,Santa Catarina,89248000,Garuva,GRVXHost,GRVX Servidor de Internet e Multimidia Ltda
"
	SHC III is located in the area Bratislava, Slovakia (Slovak Republic), and the colocation data center is not  carrier neutral. The data center was last updated on 11-04-2014.",SHC III,Slovakia,,85103,Bratislava,SHC III,VNET a.s.
"
	SHC II is located in the area Bratislava, Slovakia (Slovak Republic), and the colocation data center is not  carrier neutral. The data center was last updated on 11-04-2014.",SHC II,Slovakia,,82108,Bratislava,SHC II,VNET a.s.
"
	Bush Terminal is located in the area New York, USA (America).",Bush Terminal,,,,,,
"
	EIS Datacenter is located in the area Port Louis, Mauritius (Republic of Mauritius), and the colocation data center is not  carrier neutral. The data center was last updated on 24-05-2011.",EIS Datacenter,Mauritius,,NA,Port Louis,EIS Datacenter,Enterprise Information Solutions
"
	EIS High Availability Site is located in the area Port Louis, Mauritius (Republic of Mauritius), and the colocation data center is not  carrier neutral. The data center was last updated on 25-05-2011.",EIS High Availability Site,Mauritius,,NA,Port Louis,EIS High Availability Site,Enterprise Information Solutions
"
	EIS Disaster Recovery Centre is located in the area Port Louis, Mauritius (Republic of Mauritius), and the colocation data center is not  carrier neutral. The data center was last updated on 25-05-2011.",EIS Disaster Recovery Centre,Mauritius,Port Louis,NA,Port Louis,EIS Disaster Recovery Centre,Enterprise Information Solutions
"
	WRN Broadcast is located in the area London, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 25-05-2011.",WRN Broadcast,United Kingdom,London,SW8 2TG,London,,WRN Broadcast
"
	NEXTDC - M1 is located in the area Melbourne (Victoria), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 18-04-2012.",NEXTDC - M1,Australia,Victoria,3207,Port Melbourne,NEXTDC - M1,NEXTDC
"
	Iserv Company is located in the area Grand Rapids, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 27-05-2011.",Iserv Company,USA,Michigan,49512,Grand Rapids,Iserv Company,"OXFORD Partners, Inc."
"
	WDC is located in the area Liege (Liège), Belgium, and the colocation data center is  carrier neutral. The data center was last updated on 31-05-2011.",WDC,Belgium,,4530,Villers-le-Bouillet,,WDC
"
	IPswiTch Group is located in the area Ipswich, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 31-05-2011.",IPswiTch Group,United Kingdom,Suffolk,IP4 1AQ,Ipswich,IPswiTch Group,Ipswitch Group
"
	Cogent London is located in the area London, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 30-07-2012.",Cogent London,United Kingdom,,E149 UB,London,Cogent London,"Cogent Communications, Inc."
"
	City Reach is located in the area London, United Kingdom (UK).",City Reach,,,,,,
"
	AIMES DC1 Baird House is located in the area Liverpool, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 31-10-2012.",AIMES DC1 Baird House,United Kingdom,,L7 9NJ,Liverpool,AIMES DC1 Baird House,AIMES Grid Services CIC
"
	Distinct is located in the area Bucharest, Romania, and the colocation data center is not  carrier neutral. The data center was last updated on 03-06-2011.",Distinct,Romania,,031212,Bucharest,,Distinct
"
	zColo - 7218 McNeil Dr is located in the area Austin, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 14-02-2014.",zColo - 7218 McNeil Dr,USA,Texas,78729,Austin,zColo - 7218 McNeil Dr,zColo
"
	Aktifnet is located in the area Selangor, Malaysia, and the colocation data center is  carrier neutral. The data center was last updated on 02-06-2011.",Aktifnet,Malaysia,Selangor,47800,Petaling Jaya,Aktifnet,Aktif Setegap Sdn Bhd
"
	Broadnet Colocation Forus Stavanger is located in the area Forus, Norway (Norge), and the colocation data center is not  carrier neutral. The data center was last updated on 23-03-2015.",Broadnet Colocation Forus Stavanger,Norway,,4033,Stavanger,Broadnet Colocation Forus Stavanger,Broadnet AS
"
	DartPoints - DAL.01 is located in the area Dallas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 25-03-2015.",DartPoints - DAL.01,USA,Texas,75201,Dallas,DartPoints - DAL.01,DartPoints
"
	Bahnhof - Sterik is located in the area Stockholm, Sweden (Sverige), and the colocation data center is not  carrier neutral. The data center was last updated on 23-03-2012.",Bahnhof - Sterik,Sweden,,11343,Stockholm,Bahnhof - Sterik,Bahnhof
"
	Dream Line is located in the area Kiev, Ukraine (Ukrayina), and the colocation data center is not  carrier neutral. The data center was last updated on 03-06-2011.",Dream Line,Ukraine,,03680,Kiev,,Dream Line
"
	zColo - 10300 6th Ave is located in the area Minneapolis, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-10-2014.",zColo - 10300 6th Ave,USA,Minnesota,55441,Plymouth,zColo - 10300 6th Ave,zColo
"
	LINK Datacenter is located in the area Cairo (Al Qahirah), Egypt, and the colocation data center is not  carrier neutral. The data center was last updated on 07-06-2011.",LINK Datacenter,Egypt,-,11431,Cairo,,LINK Datacenter
"
	3500 NW is located in the area Boca Raton, USA (America).",3500 NW,,,,,,
"
	Voonami Orem Data Center is located in the area Orem, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-06-2011.",Voonami Orem Data Center,USA,Utah,84097,Orem,Voonami Orem Data Center,Voonami Inc
"
	zColo - 334 Gest St is located in the area Cincinnati, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 13-02-2014.",zColo - 334 Gest St,USA,Ohio,45203,Cincinnati,zColo - 334 Gest St,zColo
"
	TW Telecom - Bothell is located in the area Seattle, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 08-06-2011.",TW Telecom - Bothell,USA,Washington,98021,Bothell,TW Telecom - Bothell,tw telecom
"
	1505 5th is located in the area Seattle, USA (America).",1505 5th,,,,,,
"
	Telekom DataCenter is located in the area Bratislava, Slovakia (Slovak Republic), and the colocation data center is  carrier neutral. The data center was last updated on 11-05-2012.",Telekom DataCenter,Slovakia,,821 09,Bratislava,Telekom DataCenter,Slovak Telekom
