description,title,country,region,postal code,locality,extend address,name
"
	ViaWest - Brookwood is located in the area Portland, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 14-10-2015.",ViaWest - Brookwood,USA,Oregon,97124,Hillsboro,ViaWest - Brookwood,"ViaWest, Inc."
"
	Chicago Southland - Urbancom.net is located in the area Chicago, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 01-10-2015.",Chicago Southland - Urbancom.net,USA,illinois,60452,Oak Forest,Chicago Southland - Urbancom.net,"Urban Communications, Inc."
"
	Deer Valley Data is located in the area Phoenix, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-10-2015.",Deer Valley Data,USA,Arizona,85027,Phoenix,Deer Valley Data,ITAS
"
	Q9 - Toronto One is located in the area Toronto, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 21-12-2015.",Q9 - Toronto One,Canada,Ontario,M5K 1J3,Toronto,Q9 - Toronto One,Q9
"
	Q9 - Toronto Two is located in the area Toronto, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 21-12-2015.",Q9 - Toronto Two,Canada,Ontario,L6S,Brampton,Q9 - Toronto Two,Q9
"
	Q9 - Calgary One is located in the area Calgary, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 21-12-2015.",Q9 - Calgary One,Canada,Alberta,T2P 4K1,Calgary,Q9 - Calgary One,Q9
"
	Q9 - Calgary Three is located in the area Calgary, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 21-12-2015.",Q9 - Calgary Three,Canada,Alberta,T2C 4L7,Calgary,Q9 - Calgary Three,Q9
"
	Q9 - Calgary Two is located in the area Calgary, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 21-12-2015.",Q9 - Calgary Two,Canada,Alberta,T2E 6J8,Caglary,Q9 - Calgary Two,Q9
"
	Q9 - Kamloops One is located in the area Kamloops, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 21-12-2015.",Q9 - Kamloops One,Canada,BC,V2C 0B5,Kamloops,Q9 - Kamloops One,Q9
"
	vXchnge Nashville (TN01) is located in the area Nashville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 25-04-2017.",vXchnge Nashville (TN01),USA,Tennessee,37201,Nashville,vXchnge Nashville (TN01),vXchnge
"
	ViaWest - Philadelphia is located in the area Philadelphia, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 18-07-2016.",ViaWest - Philadelphia,USA,Pennsylvania,18109,Allentown,ViaWest - Philadelphia,"ViaWest, Inc."
"
	Calgary Data Center is located in the area Calgary, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 22-01-2016.",Calgary Data Center,Canada,AB,T2C 3C2,Calgary,Calgary Data Center,"ViaWest, Inc."
"
	The Portal is located in the area Nottingham, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 14-04-2016.",The Portal,United Kingdom,Nottinghamshire,NG2 1AL,Nottingham,The Portal,FLEXIRAX UK LTD
"
	Digital Realty Data Center is located in the area Boston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 07-04-2016.",Digital Realty Data Center,USA,Massachusetts,02494,Needham,Digital Realty Data Center,Digital Realty
"
	ColoSpace Rockland is located in the area Boston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 16-05-2016.",ColoSpace Rockland,USA,Massachusetts,02370,Rockland,ColoSpace Rockland,ColoSpace Inc.
"
	ColoSpace Bedford is located in the area Manchester NH, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 16-05-2016.",ColoSpace Bedford,USA,New Hampshire,03110,Bedford,ColoSpace Bedford,ColoSpace Inc.
"
	SH2 is located in the area Lausanne, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 20-05-2016.",SH2,Switzerland,,CH-1196,Gland,SH2,Safe Host SA
"
	TELEHOUSE North Two is located in the area London, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 19-05-2016.",TELEHOUSE North Two,United Kingdom,,E14 2AA,London,TELEHOUSE North Two,TELEHOUSE Europe
"
	CORE Data Center is located in the area Tulsa, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 01-06-2016.",CORE Data Center,USA,Oklahoma,74301,Vinita,,CORE Data Center
"
	SH3 is located in the area Bern, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 20-05-2016.",SH3,Switzerland,,CH-1580,Avenches,SH3,Safe Host SA
"
	WhitelabelITSolutions is located in the area Hackensack, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-10-2016.",WhitelabelITSolutions,USA,New Jersey,07601,Hackensack,WhitelabelITSolutions,Whitelabelitsolutions
"
	IAD2 is located in the area Reston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-06-2016.",IAD2,USA,Virginia,20190,Reston,IAD2,InfoRelay Online Systems Inc.
"
	CL8 is located in the area Limassol, Cyprus (Republic of Cyprus), and the colocation data center is  carrier neutral. The data center was last updated on 26-10-2016.",CL8,Cyprus,,3722,Limassol,CL8,Cloudlayer8 Limited
"
	ROOT Data Center - MTL-R2 is located in the area Montreal, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 30-11-2016.",ROOT Data Center - MTL-R2,Canada,QC,H9X 3T1,Baie d'Urfe (Montreal),ROOT Data Center - MTL-R2,ROOT Data Center
"
	4D Gatwick is located in the area Crawley, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 14-11-2016.",4D Gatwick,United Kingdom,,RH10 9EY,Crawley,4D Gatwick,4D Data Centres Ltd
"
	Maxihost is located in the area Sao Paulo (São Paulo), Brazil (Brasil), and the colocation data center is  carrier neutral. The data center was last updated on 11-01-2017.",Maxihost,Brazil,SP,04013050,Sao Paulo,,Maxihost
"
	Diversified Colocation Services is located in the area Phoenix, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 16-03-2017.",Diversified Colocation Services,USA,Arizona,85040,Phoenix,,Diversified Colocation Services
"
	Iron Mountain Data Centers - KCM-1 is located in the area Kansas City MO, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-03-2017.",Iron Mountain Data Centers - KCM-1,USA,Missouri,64133,Kansas City,Iron Mountain Data Centers - KCM-1,Iron Mountain
"
	Bertina is located in the area tehran, iran, and the colocation data center is not  carrier neutral. The data center was last updated on 26-03-2017.",Bertina,iran,tehran,1454714588,tehran,,Bertina
"
	Iron Mountain Data Center - VA-1 is located in the area Manassas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 30-03-2017.",Iron Mountain Data Center - VA-1,USA,Virginia,20109,Manassas,Iron Mountain Data Center - VA-1,Iron Mountain
"
	WHS Narva Datacenter is located in the area Narva, Estonia (Eesti Vabariik), and the colocation data center is not  carrier neutral. The data center was last updated on 17-04-2017.",WHS Narva Datacenter,Estonia,Ida-Virumaa,20104,Narva,WHS Narva Datacenter,OÜ Web Hosting Solutions
"
	eServer.Space Moscow Ostankino is located in the area Moscow, Russia, and the colocation data center is  carrier neutral. The data center was last updated on 21-04-2017.",eServer.Space Moscow Ostankino,Russia,,129515,Moscow,eServer.Space Moscow Ostankino,eServer s.r.o.
"
	eServer.Space Moscow IXcellerate is located in the area Moscow, Russian Federation, and the colocation data center is  carrier neutral. The data center was last updated on 21-04-2017.",eServer.Space Moscow IXcellerate,Russian Federation,,127410,Moscow,eServer.Space Moscow IXcellerate,eServer s.r.o.
