description,title,country,region,postal code,locality,extend address,name
"
	BIT-1 Datacenter is located in the area Ede, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 08-08-2011.",BIT-1 Datacenter,The Netherlands,,6716 BV,Ede,BIT-1 Datacenter,BIT BV
"
	iAdvantage (ONE-iAdvantage) is located in the area Hong Kong, Hong Kong (Hong Kong, SAR of China), and the colocation data center is  carrier neutral. The data center was last updated on 11-02-2015.",iAdvantage (ONE-iAdvantage),Hong Kong,,",","Kwun Tong, Kowloon",iAdvantage (ONE-iAdvantage),iAdvantage Limited
"
	TAS France is located in the area Sophia Antipolis, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 26-03-2014.",TAS France,France,,06560,Sophia Antipolis,,TAS France
"
	LAX Data Center is located in the area Los Angeles, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-11-2007.",LAX Data Center,USA,California,90045,Los Angeles,LAX Data Center,"Alchemy Communications, Inc."
"
	Caribe.Net is located in the area San Juan (Santurce), Puerto Rico, and the colocation data center is not  carrier neutral. The data center was last updated on 23-10-2007.",Caribe.Net,Puerto Rico,,00911,Santurce,Caribe.Net,"Critical Hub Networks, Inc."
"
	Capital Internet is located in the area Atlanta, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 24-07-2012.",Capital Internet,USA,Georgia,30328,Atlanta,Capital Internet,Capital Internet Data Center
"
	ColoCenter Frankfurt am Main is located in the area Frankfurt (Frankfurt am Main), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 01-08-2007.",ColoCenter Frankfurt am Main,Germany,,65760,Eschborn,ColoCenter Frankfurt am Main,ColoCenter Frankfurt am Main GmbH
"
	colobern is located in the area Bern, Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 05-10-2007.",colobern,Switzerland,,3012,Bern,colobern,NTS Workspace AG
"
	Digiplex Oslo is located in the area Oslo, Norway (Norge), and the colocation data center is  carrier neutral. The data center was last updated on 23-06-2015.",Digiplex Oslo,Norway,,0581,Oslo,Digiplex Oslo,Digiplex
"
	BTC Core Network is located in the area Sofia, Bulgaria, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",BTC Core Network,Bulgaria,,1000,Sofia,BTC Core Network,BTC
"
	UnitedColo Coburg is located in the area Coburg, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",UnitedColo Coburg,Germany,,96450,Coburg,UnitedColo Coburg,United Colo GmbH
"
	Binary.net is located in the area Lincoln, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 17-02-2012.",Binary.net,USA,Nebraska,68508,Lincoln,Binary.net,Binary Net
"
	Eurociber is located in the area Madrid, Spain (España), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2007.",Eurociber,Spain,,28230,Madrid,,Eurociber
"
	Digital Sense is located in the area Brisbane (Queensland), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 10-11-2011.",Digital Sense,Australia,Queensland,4069,Brisbane,Digital Sense,Digital Sense Hosting Pty. Ltd.
"
	Vertex SSX is located in the area Los Angeles, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2007.",Vertex SSX,USA,California,90017,Los Angeles,Vertex SSX,Vertex SSX Corporation
"
	ITGate Torino PdF is located in the area Torino, Italy (Italia), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",ITGate Torino PdF,Italy,,10149,Torino,ITGate Torino PdF,IT.Gate S.p.A.
"
	ISP Services Doetinchem is located in the area Doetinchem, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",ISP Services Doetinchem,The Netherlands,,7005 BM,Doetinchem,ISP Services Doetinchem,ISP Services BV
"
	DTS DataCenter Herford is located in the area Herford, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",DTS DataCenter Herford,Germany,,32051,Herford,DTS DataCenter Herford,DTS Systeme GmbH
"
	Colo Solutions Orlando is located in the area Orlando, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2007.",Colo Solutions Orlando,USA,Florida,32801,Orlando,Colo Solutions Orlando,Colo Solutions
"
	I.T.E.N.O.S is located in the area Frankfurt (Frankfurt am Main), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 06-10-2007.",I.T.E.N.O.S,Germany,,60326,Frankfurt,I.T.E.N.O.S,I.T.E.N.O.S. GmbH
"
	Atmosera Data Center 3 is located in the area Portland, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-09-2015.",Atmosera Data Center 3,USA,Oregon,97205,Portland,Atmosera Data Center 3,Atmosera
"
	Litewire is located in the area McMinnville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 30-10-2015.",Litewire,USA,Tennessee,37110,McMinnville,,Litewire
"
	Network 222 is located in the area Madison, USA (America).",Network 222,,,,,,
"
	e-shelter Berlin is located in the area Berlin, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 27-08-2007.",e-shelter Berlin,Germany,,13599,Berlin,e-shelter Berlin,e-shelter facility services GmbH
"
	IRIS - Nashville is located in the area Nashville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",IRIS - Nashville,USA,Tennessee,37201,Nashville,IRIS - Nashville,Iris Networks
"
	e-shelter Frankfurt 1 is located in the area Frankfurt (Frankfurt am Main), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",e-shelter Frankfurt 1,Germany,,60489,Frankfurt,e-shelter Frankfurt 1,e-shelter facility services GmbH
"
	FCCN SE03/GigaPix II is located in the area Lisbon (Lisboa), Portugal, and the colocation data center is  carrier neutral. The data center was last updated on 19-05-2015.",FCCN SE03/GigaPix II,Portugal,,1700-066,Lisbon,FCCN SE03/GigaPix II,FCT-FCCN
"
	Dataplex is located in the area Budapest, Hungary, and the colocation data center is  carrier neutral. The data center was last updated on 01-10-2007.",Dataplex,Hungary,,1087,Budapest,,Dataplex
"
	HKCOLO Carrier Colocation Centre is located in the area Hong Kong, Hong Kong (Hong Kong, SAR of China), and the colocation data center is  carrier neutral. The data center was last updated on 21-03-2011.",HKCOLO Carrier Colocation Centre,Hong Kong,,-,Hong Kong,HKCOLO Carrier Colocation Centre,HKCOLO
"
	KDweb San Jose is located in the area San Jose, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",KDweb San Jose,USA,California,95122,San Jose,KDweb San Jose,KD-Web
"
	IP Exchange Nurembourg is located in the area Nuremberg (Nürnberg), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",IP Exchange Nurembourg,Germany,,90475,Nuernberg,IP Exchange Nurembourg,IP Exchange GmbH
"
	M-Net is located in the area Nuremberg (Nürnberg), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 06-10-2007.",M-Net,Germany,,90441,Nürnberg,M-Net,M-net Telekommunikations GmbH
"
	Hostingcenter Århus is located in the area Århus, Denmark (Danmark), and the colocation data center is not  carrier neutral. The data center was last updated on 26-01-2010.",Hostingcenter Århus,Denmark,,8000,Århus C,Hostingcenter Århus,nianet a/s
"
	Communication Center cc.ch is located in the area Biel (Bienne), Switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",Communication Center cc.ch,Switzerland,,2503,Biel,Communication Center cc.ch,LAN Computer Systems AG
"
	CSS MPS Moscow is located in the area Moscow, Russia, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",CSS MPS Moscow,Russia,,?,Moscow,CSS MPS Moscow,CSS MPS
"
	Moscow M9 is located in the area Moscow, Russia, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",Moscow M9,Russia,,117485,Moscow,Moscow M9,MMTS9
"
	GTS Telehouse Prague is located in the area Prague, Czech Republic, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",GTS Telehouse Prague,Czech Republic,,13000,Prague,GTS Telehouse Prague,GTS Novera
"
	Wave Hosting Santa Clara is located in the area Santa Clara, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 18-11-2016.",Wave Hosting Santa Clara,USA,California,95054,Santa Clara,Wave Hosting Santa Clara,Wave Business
"
	NIKHEF Amsterdam is located in the area Amsterdam, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",NIKHEF Amsterdam,The Netherlands,,1098 XG,Amsterdam,NIKHEF Amsterdam,Nikhef
"
	myLoc Duesseldorf is located in the area Düsseldorf, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",myLoc Duesseldorf,Germany,,40472,Düsseldorf,myLoc Duesseldorf,myLoc managed IT AG
"
	Jay.net Smedeland is located in the area Copenhagen (København), Denmark (Danmark), and the colocation data center is not  carrier neutral. The data center was last updated on 01-08-2007.",Jay.net Smedeland,Denmark,,2600,Glostrup,Jay.net Smedeland,Jay.net A/S
"
	HostNordic Datacenter is located in the area Århus, Denmark (Danmark), and the colocation data center is not  carrier neutral. The data center was last updated on 01-08-2007.",HostNordic Datacenter,Denmark,,8260,Viby J,HostNordic Datacenter,Hostnordic A/S
"
	Peak 10 Atlanta is located in the area Atlanta, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2009.",Peak 10 Atlanta,USA,Georgia,30071,Norcross,Peak 10 Atlanta,"Peak 10, Inc."
"
	Nianet Hørskætten is located in the area Copenhagen (København), Denmark (Danmark), and the colocation data center is  carrier neutral. The data center was last updated on 23-05-2008.",Nianet Hørskætten,Denmark,,2630,Taastrup,Nianet Hørskætten,nianet a/s
"
	Peak 10 Tampa is located in the area Tampa, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2009.",Peak 10 Tampa,USA,Florida,33634,Tampa,Peak 10 Tampa,"Peak 10, Inc."
"
	Peak 10 Louisville is located in the area Louisville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2009.",Peak 10 Louisville,USA,Kentucky,40204,Louisville,Peak 10 Louisville,"Peak 10, Inc."
"
	Peak 10 Richmond is located in the area Richmond, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2009.",Peak 10 Richmond,USA,Virginia,23227,Richmond,Peak 10 Richmond,"Peak 10, Inc."
"
	Peak 10 Raleigh is located in the area Raleigh, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2009.",Peak 10 Raleigh,USA,North Carolina,27560,Morrisville,Peak 10 Raleigh,"Peak 10, Inc."
"
	Peak 10 Nashville is located in the area Nashville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-02-2011.",Peak 10 Nashville,USA,Tennessee,37027,Brentwood,Peak 10 Nashville,"Peak 10, Inc."
"
	Peak 10 Charlotte is located in the area Charlotte, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2009.",Peak 10 Charlotte,USA,North Carolina,28273,Charlotte,Peak 10 Charlotte,"Peak 10, Inc."
"
	Peak 10 Jacksonville is located in the area Jacksonville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2009.",Peak 10 Jacksonville,USA,Florida,32256,Jacksonville,Peak 10 Jacksonville,"Peak 10, Inc."
"
	Peak 10 Cincinnati is located in the area Cincinnati, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2009.",Peak 10 Cincinnati,USA,Ohio,45011,Hamilton,Peak 10 Cincinnati,"Peak 10, Inc."
"
	Nap of the Americas is located in the area Miami, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2007.",Nap of the Americas,USA,Florida,33132,Miami,Nap of the Americas,"Terremark Worldwide, Inc."
"
	NAP West is located in the area Santa Clara, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",NAP West,USA,California,95051,Santa Clara,NAP West,"Terremark Worldwide, Inc."
"
	PIPE Networks Hobart is located in the area Hobart (Tasmania), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",PIPE Networks Hobart,Australia,Tasmania,TA 7000,Hobart,PIPE Networks Hobart,PIPE Networks Limited
"
	PIPE Networks Brisbane is located in the area Brisbane (Queensland), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",PIPE Networks Brisbane,Australia,Queensland,QL 4000,Brisbane,PIPE Networks Brisbane,PIPE Networks Limited
"
	PIPE Networks Adelaide is located in the area Adelaide (South Australia), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",PIPE Networks Adelaide,Australia,South Australia,SA 5000,Adelaide,PIPE Networks Adelaide,PIPE Networks Limited
"
	PIPE Networks Sydney is located in the area Sydney (New South Wales), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",PIPE Networks Sydney,Australia,New South Wales,NS 2000,Sydney,PIPE Networks Sydney,PIPE Networks Limited
"
	GlobalConnect Hørskætten is located in the area Copenhagen (København), Denmark (Danmark), and the colocation data center is  carrier neutral. The data center was last updated on 19-04-2009.",GlobalConnect Hørskætten,Denmark,,2630,Taastrup,GlobalConnect Hørskætten,GlobalConnect A/S
"
	The Globe Building is located in the area St. Louis, USA (America).",The Globe Building,,,,,,
"
	GlobalConnect København is located in the area Copenhagen (København), Denmark (Danmark), and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2008.",GlobalConnect København,Denmark,,1620,Copenhagen V,GlobalConnect København,GlobalConnect A/S
"
	GlobalConnect Hamburg #2 is located in the area Hamburg, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2008.",GlobalConnect Hamburg #2,Germany,,20537,Hamburg,GlobalConnect Hamburg #2,GlobalConnect A/S
"
	GlobalConnect Kolding is located in the area Kolding, Denmark (Danmark), and the colocation data center is  carrier neutral. The data center was last updated on 28-08-2007.",GlobalConnect Kolding,Denmark,,6000,Kolding,GlobalConnect Kolding,GlobalConnect A/S
"
	GlobalConnect Hamburg is located in the area Hamburg, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 06-10-2007.",GlobalConnect Hamburg,Germany,,22335,Hamburg,GlobalConnect Hamburg,GlobalConnect A/S
"
	KPN Nossegem is located in the area Nossegem, Belgium, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",KPN Nossegem,Belgium,,1930,Nossegem,KPN Nossegem,Koninklijke KPN N.V
"
	KPN Gent is located in the area Gent (Ghent), Belgium, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",KPN Gent,Belgium,,9000,Gent,KPN Gent,Koninklijke KPN N.V
"
	Versatel Berlin is located in the area Berlin, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",Versatel Berlin,Germany,,12347,Berlin,Versatel Berlin,Versatel AG
"
	Versatel Gyroscoopweg is located in the area Amsterdam, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 24-03-2008.",Versatel Gyroscoopweg,The Netherlands,,1042 AZ,Amsterdam,Versatel Gyroscoopweg,Versatel AG
"
	QTS Atlanta is located in the area Atlanta, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 04-10-2010.",QTS Atlanta,USA,Georgia,30319,Atlanta,QTS Atlanta,QTS (Quality Technology Services)
"
	QTS Suwanee is located in the area Atlanta, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 04-10-2010.",QTS Suwanee,USA,Georgia,30024,Suwanee,QTS Suwanee,QTS (Quality Technology Services)
"
	SFR Netcenter Courbevoie is located in the area Paris, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 17-08-2010.",SFR Netcenter Courbevoie,France,,92400,Courbevoie,SFR Netcenter Courbevoie,"SFR,SA"
"
	SFR Netcenter Bordeaux is located in the area Bordeaux, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 17-08-2010.",SFR Netcenter Bordeaux,France,,33000,Bordeaux,SFR Netcenter Bordeaux,"SFR,SA"
"
	SFR Netcenter Strasbourg is located in the area Strasbourg, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 17-08-2010.",SFR Netcenter Strasbourg,France,,67000,Strasbourg,SFR Netcenter Strasbourg,"SFR,SA"
"
	Berget Boras is located in the area Boras (Borås), Sweden (Sverige), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",Berget Boras,Sweden,,?,Boras,Berget Boras,Borås Elnät AB
"
	internet solutions Johannesburg is located in the area Johannesburg (Jozi), South Africa, and the colocation data center is not  carrier neutral. The data center was last updated on 01-08-2007.",internet solutions Johannesburg,South Africa,,2010,Bryanston,internet solutions Johannesburg,Internet Solutions
"
	AirWorld Technology Center is located in the area Kansas City MO, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 19-10-2007.",AirWorld Technology Center,USA,Missouri,64153,Kansas City,AirWorld Technology Center,"GreenSoft Solutions, Inc."
"
	Polaris is located in the area Brisbane (Queensland), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 30-12-2008.",Polaris,Australia,,4300,Brisbane,Polaris,Springfield Land Corporation
"
	Siminn Hostingcenter is located in the area Copenhagen (København), Denmark (Danmark), and the colocation data center is not  carrier neutral. The data center was last updated on 01-08-2007.",Siminn Hostingcenter,Denmark,,2100,Copenhagen E,Siminn Hostingcenter,Siminn Danmark A/S
"
	TTIDC Ankara is located in the area Ankara, Turkey (Türkiye), and the colocation data center is not  carrier neutral. The data center was last updated on 20-11-2008.",TTIDC Ankara,Turkey,,06530,Ankara,TTIDC Ankara,Türk Telekom IDC
"
	UNI-C is located in the area Copenhagen (København), Denmark (Danmark), and the colocation data center is  carrier neutral. The data center was last updated on 01-08-2007.",UNI-C,Denmark,,2800,Lyngby,,UNI-C
"
	SoftLayer - HOU00 is located in the area Houston, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 02-03-2012.",SoftLayer - HOU00,USA,Texas,77002,Houston,SoftLayer - HOU00,SoftLayer
"
	SoftLayer - DAL02/06 is located in the area Dallas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 02-03-2012.",SoftLayer - DAL02/06,USA,Texas,75207,Dallas,SoftLayer - DAL02/06,SoftLayer
"
	Vancis B.V. is located in the area Amsterdam, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 18-09-2014.",Vancis B.V.,The Netherlands,,1098 XH,Amsterdam,,Vancis B.V.
"
	TTC Teleport telehouse is located in the area Prague, Czech Republic, and the colocation data center is  carrier neutral. The data center was last updated on 12-03-2008.",TTC Teleport telehouse,Czech Republic,,11000,Prague,TTC Teleport telehouse,TTC Telekomunikaca Ltd.
"
	Pragonet Telehouse Prague is located in the area Prague, Czech Republic, and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",Pragonet Telehouse Prague,Czech Republic,,14000,Prague,Pragonet Telehouse Prague,T-Systems Enterprise Services GmbH
"
	Vancis B.V. (Almere) is located in the area Almere, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 18-09-2014.",Vancis B.V. (Almere),The Netherlands,,1316 BM,Almere,Vancis B.V. (Almere),Vancis B.V.
"
	Miami Data Vault is located in the area Miami, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2007.",Miami Data Vault,USA,Florida,33138,Miami,,Miami Data Vault
"
	INTERNIC Frankfurt is located in the area Frankfurt (Frankfurt am Main), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",INTERNIC Frankfurt,Germany,,60329,Frankfurt,INTERNIC Frankfurt,INTERNET AG Global Network
"
	Capgemini is located in the area Amsterdam, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 31-12-2008.",Capgemini,The Netherlands,,1013 BE,Amsterdam,Capgemini,Capgemini Service SAS
"
	Digital Crossing Networks is located in the area Knoxville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 19-08-2010.",Digital Crossing Networks,USA,Tennessee,37902,Knoxville,Digital Crossing Networks,Digital Crossing Network
"
	55 Marietta Street is located in the area Atlanta, USA (America).",55 Marietta Street,,,,,,
"
	Briad Financial Center is located in the area New York, USA (America).",Briad Financial Center,,,,,,
"
	Intergate.West is located in the area Seattle, USA (America).",Intergate.West,,,,,,
"
	60 Hudson Street is located in the area New York, USA (America).",60 Hudson Street,,,,,,
"
	Quinby Building is located in the area Los Angeles, USA (America).",Quinby Building,,,,,,
"
	The Garland Building is located in the area Los Angeles, USA (America).",The Garland Building,,,,,,
"
	Harbour Centre Vancouver is located in the area Vancouver, Canada.",Harbour Centre Vancouver,,,,,,
"
	Allegheny Center Mall is located in the area Pittsburgh, USA (America).",Allegheny Center Mall,,,,,,
"
	Town Pavilion is located in the area Kansas City MO, USA (America).",Town Pavilion,,,,,,
"
	1301 Fannin is located in the area Houston, USA (America).",1301 Fannin,,,,,,
"
	Equinix FR5 is located in the area Frankfurt (Frankfurt am Main), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 13-01-2014.",Equinix FR5,Germany,,60326,Frankfurt,Equinix FR5,"Equinix, Inc"
"
	Telecom Center LA is located in the area Los Angeles, USA (America).",Telecom Center LA,,,,,,
"
	Infomart Silicon Valley is located in the area San Jose, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-10-2016.",Infomart Silicon Valley,USA,California,95131,San Jose,Infomart Silicon Valley,Infomart Data Centers
"
	Infomart Portland is located in the area Portland, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-10-2016.",Infomart Portland,USA,Oregon,97124,Hillsboro,Infomart Portland,Infomart Data Centers
"
	City Center Square is located in the area Kansas City MO, USA (America).",City Center Square,,,,,,
"
	165 Halsey Street is located in the area Newark, USA (America).",165 Halsey Street,,,,,,
"
	Algar Tech is located in the area Uberlandia (Uberlândia), Brazil (Brasil), and the colocation data center is  carrier neutral. The data center was last updated on 19-03-2015.",Algar Tech,Brazil,Minas Gerais,38405184,Uberlandia,,Algar Tech
"
	Telefonica KeyCenter is located in the area Miami, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2007.",Telefonica KeyCenter,USA,Florida,33172,Miami,Telefonica KeyCenter,Telefónica S.A.
"
	EdgeConneX Santa Clara-EDCSVC02 is located in the area Santa Clara, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-07-2016.",EdgeConneX Santa Clara-EDCSVC02,USA,California,95050,Santa Clara,EdgeConneX Santa Clara-EDCSVC02,EdgeConneX
"
	One Summer St. is located in the area Boston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 19-12-2011.",One Summer St.,USA,Massachusetts,02110,Boston,One Summer St.,Markley Group LLC.
"
	The Westin Building is located in the area Seattle, USA (America).",The Westin Building,,,,,,
"
	SVCOLO Sunnyvale is located in the area San Jose, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",SVCOLO Sunnyvale,USA,California,94089,Sunnyvale,SVCOLO Sunnyvale,"Silicon Valley Colocation, Inc."
"
	75 Broad Street is located in the area New York, USA (America).",75 Broad Street,,,,,,
"
	Jersey Internet Data Center is located in the area Hudson County, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 05-10-2007.",Jersey Internet Data Center,USA,New Jersey,07310,Jersey City,Jersey Internet Data Center,Cinedigm Digital Cinema Corp.
"
	Cable & Wireless Munich is located in the area Munich (Münich), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 06-10-2007.",Cable & Wireless Munich,Germany,,80687,München,Cable & Wireless Munich,Cable and Wireless plc.
"
	AT&T Secaucus is located in the area New York, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",AT&T Secaucus,USA,New York,07094,Secaucus,AT&T Secaucus,AT&T Inc.
"
	210 N Tucker is located in the area St. Louis, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-09-2011.",210 N Tucker,USA,Missouri,63101,St. Louis,210 N Tucker,Netrality Properties
"
	900 Walnut is located in the area St. Louis, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-09-2011.",900 Walnut,USA,Missouri,63101,St. Louis,900 Walnut,Netrality Properties
"
	Web World Ireland is located in the area Dublin, Ireland (Éire), and the colocation data center is not  carrier neutral. The data center was last updated on 30-03-2009.",Web World Ireland,Ireland,,D24,Dublin,Web World Ireland,Sternforth Limited t/a Web World
"
	iAdvantage (JUMBO-iAdvantage) is located in the area Tsuen Wan, Hong Kong (Hong Kong, SAR of China), and the colocation data center is  carrier neutral. The data center was last updated on 11-02-2015.",iAdvantage (JUMBO-iAdvantage),Hong Kong,,?,"Tsuen Wan, New Territories",iAdvantage (JUMBO-iAdvantage),iAdvantage Limited
"
	iAdvantage (MEGA-iAdvantage) is located in the area Hong Kong, Hong Kong (Hong Kong, SAR of China), and the colocation data center is  carrier neutral. The data center was last updated on 10-02-2015.",iAdvantage (MEGA-iAdvantage),Hong Kong,,?,Chai Wan,iAdvantage (MEGA-iAdvantage),iAdvantage Limited
"
	Dallas Data Center is located in the area Dallas, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 27-04-2011.",Dallas Data Center,USA,Texas,75251,Dallas,,Dallas Data Center
"
	4u Sheffield North is located in the area Sheffield, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 07-11-2016.",4u Sheffield North,United Kingdom,South Yorkshire,S6 2FH,Sheffield,4u Sheffield North,4u Data Centres
"
	CtrlS Datacenters is located in the area New Delhi, India, and the colocation data center is  carrier neutral. The data center was last updated on 20-12-2016.",CtrlS Datacenters,India,New Delhi,201313,New Delhi,CtrlS Datacenters,CtrlS
"
	Citadel100 Dublin is located in the area Dublin, Ireland (Éire), and the colocation data center is  carrier neutral. The data center was last updated on 18-12-2013.",Citadel100 Dublin,Ireland,,24,Dublin,Citadel100 Dublin,Keppel Data Centres
"
	Cyber Cast Intl is located in the area Panama City, Panama, and the colocation data center is  carrier neutral. The data center was last updated on 22-09-2007.",Cyber Cast Intl,Panama,,6-3783,El Dorado,Cyber Cast Intl,"Cyber Cast International, S.A."
"
	Global Crossing Joop is located in the area Amsterdam, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",Global Crossing Joop,The Netherlands,,?,Amsterdam,Global Crossing Joop,Global Crossing Limited
"
	Global Crossing is located in the area Phoenix, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 28-12-2007.",Global Crossing,USA,Arizona,85034,Phoenix,Global Crossing,Global Crossing Limited
"
	TierPoint Raleigh-Cary is located in the area Raleigh, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-02-2017.",TierPoint Raleigh-Cary,USA,North Carolina,27518,Cary,TierPoint Raleigh-Cary,TierPoint
"
	Global Crossing London Datacenter 1 is located in the area London, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 19-12-2008.",Global Crossing London Datacenter 1,United Kingdom,,E14 9YY,London,Global Crossing London Datacenter 1,Global Crossing Limited
"
	TierPoint Raleigh is located in the area Raleigh, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-02-2017.",TierPoint Raleigh,USA,North Carolina,27615,Raleigh,TierPoint Raleigh,TierPoint
"
	TierPoint Boston-Charleston is located in the area Boston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-02-2017.",TierPoint Boston-Charleston,USA,Massachusetts,02129,Boston,TierPoint Boston-Charleston,TierPoint
"
	Inflow Atlanta is located in the area Atlanta, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 20-11-2007.",Inflow Atlanta,USA,Georgia,30309,Atlanta,Inflow Atlanta,Sungard Availability Services
"
	Peer 1 Toronto is located in the area Toronto, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 05-10-2007.",Peer 1 Toronto,Canada,Ontario,M5E 1E5,Toronto,Peer 1 Toronto,Cogeco Peer 1
