description,title,country,region,postal code,locality,extend address,name
"
	MedNautilus Koropi Data Center is located in the area Athens (Athina), Greece (Hellenic Republic), and the colocation data center is  carrier neutral. The data center was last updated on 22-10-2012.",MedNautilus Koropi Data Center,Greece,,19400,Koropi,MedNautilus Koropi Data Center,MedNautilus Greece S.A.
"
	MedNautilus Chania Data Center is located in the area Chania, Greece (Hellenic Republic), and the colocation data center is  carrier neutral. The data center was last updated on 22-10-2012.",MedNautilus Chania Data Center,Greece,,73100,Chania,MedNautilus Chania Data Center,MedNautilus Greece S.A.
"
	ANETSIS.Net is located in the area Frankfurt (Frankfurt am Main), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 03-04-2017.",ANETSIS.Net,Germany,Hessen,60326,Frankfurt am Main,,ANETSIS.Net
"
	CityNet Telekom is located in the area Istanbul, Turkey (Türkiye), and the colocation data center is  carrier neutral. The data center was last updated on 04-12-2015.",CityNet Telekom,Turkey,Istanbul,34515,Esenyurt,CityNet Telekom,CityNet Telecom
"
	Ascenty Data Center is located in the area Sao Paulo (São Paulo), Brazil (Brasil), and the colocation data center is  carrier neutral. The data center was last updated on 24-10-2012.",Ascenty Data Center,Brazil,Sao Paulo,13069,Campinas,Ascenty Data Center,Ascenty Data Centers
"
	Hostname.cl is located in the area Santiago, Chile (República de Chile), and the colocation data center is not  carrier neutral. The data center was last updated on 29-10-2012.",Hostname.cl,Chile,RM,7770266,Santiago,,Hostname.cl
"
	LeapSwitch Networks Pune DC is located in the area Pune, India, and the colocation data center is  carrier neutral. The data center was last updated on 14-11-2012.",LeapSwitch Networks Pune DC,India,Maharashtra,411045,Baner,LeapSwitch Networks Pune DC,LeapSwitch Networks Private Limited
"
	GTS Slovakia DC is located in the area Bratislava, Slovakia (Slovak Republic), and the colocation data center is  carrier neutral. The data center was last updated on 25-10-2012.",GTS Slovakia DC,Slovakia,,85101,Bratislava,GTS Slovakia DC,"GTS Slovakia, s.r.o."
"
	CSL DC is located in the area Birkirkara, Malta, and the colocation data center is  carrier neutral. The data center was last updated on 25-10-2012.",CSL DC,Malta,na,BKR9038,Birkirkara,CSL DC,Computer Solution Ltd.
"
	CentriLogic is located in the area Toronto, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 29-06-2015.",CentriLogic,Canada,Ontario,M5J 1R7,Toronto,CentriLogic,Centrilogic
"
	AREA PROJECT is located in the area Albacete, Spain (España), and the colocation data center is not  carrier neutral. The data center was last updated on 28-10-2012.",AREA PROJECT,Spain,,02006,Albacete,AREA PROJECT,Area Project Solutions S.L.
"
	Unisys Eagan DC is located in the area Minneapolis, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 31-10-2012.",Unisys Eagan DC,USA,Minnesota,55121,Eagan,Unisys Eagan DC,Jones Lang LaSalle
"
	CentriLogic UK is located in the area Berkshire, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 29-06-2015.",CentriLogic UK,United Kingdom,Berkshire,RG12 1WA,Bracknell,CentriLogic UK,Centrilogic
"
	LGI Broad Ripple is located in the area Indianapolis, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 15-11-2012.",LGI Broad Ripple,USA,Indiana,46220,Indianapolis,LGI Broad Ripple,LifeGrid Interent
"
	Zonamerica DC1 is located in the area Montevideo, Uruguay (Oriental Republic of Uruguay), and the colocation data center is  carrier neutral. The data center was last updated on 31-10-2012.",Zonamerica DC1,Uruguay,Montevideo,91600,Montevideo,Zonamerica DC1,Zonamerica
"
	Melita is located in the area Madliena, Malta, and the colocation data center is  carrier neutral. The data center was last updated on 16-11-2016.",Melita,Malta,Malta,SWQ,Madliena,Melita,Melita Data Centre
"
	RevNet Datacenter #1 is located in the area Braham, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 02-02-2015.",RevNet Datacenter #1,USA,Minnesota,55006,Braham,RevNet Datacenter #1,"Revelation Network Management, Inc."
"
	Oxford Networks Data Center is located in the area Brunswick, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 07-11-2012.",Oxford Networks Data Center,USA,Maine,04011,Brunswick,Oxford Networks Data Center,Firstlight Fiber
"
	RevNet Datacenter #2 is located in the area Cambridge MN, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 02-02-2015.",RevNet Datacenter #2,USA,Minnesota,55008,Cambridge,RevNet Datacenter #2,"Revelation Network Management, Inc."
"
	ITL DC is located in the area Kharkov, Ukraine (Ukrayina), and the colocation data center is not  carrier neutral. The data center was last updated on 08-11-2012.",ITL DC,Ukraine,,61000,Kharkiv,ITL DC,ITL
"
	Aspire Technology Solutions Ltd is located in the area Newcastle (Newcastle upon Tyne), United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 08-11-2012.",Aspire Technology Solutions Ltd,United Kingdom,TYne and Wear,NE10 0UX,Gateshead,,Aspire Technology Solutions Ltd
"
	Blue Chip is located in the area Poole, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 20-11-2012.",Blue Chip,United Kingdom,Dorset,BH17 0RU,Poole,,Blue Chip
"
	noris network (NBG 6) is located in the area Nuremberg (Nürnberg), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 06-06-2014.",noris network (NBG 6),Germany,,90471,Nürnberg,noris network (NBG 6),noris network AG
"
	Level 3 Rio De Janeiro is located in the area Rio de Janeiro, Brazil (Brasil), and the colocation data center is  carrier neutral. The data center was last updated on 15-07-2015.",Level 3 Rio De Janeiro,Brazil,,Quinta da Boa Vista 20941-070 Rio de Janeiro,Rio de Janeiro,Level 3 Rio De Janeiro,Level 3 Communications
"
	Drobeta Data Center is located in the area Drobeta Turnu Severin, Romania, and the colocation data center is  carrier neutral. The data center was last updated on 17-01-2013.",Drobeta Data Center,Romania,,220226,Drobeta Turnu Severin,Drobeta Data Center,DATA ZYX SRL
"
	7ve7 is located in the area Bursa, Turkey (Türkiye), and the colocation data center is not  carrier neutral. The data center was last updated on 19-11-2012.",7ve7,Turkey,,16000,Bursa,7ve7,7ve7 Telekomünikasyon ve Internet Hizmetleri San.Tic.Ltd.Sti.
"
	100 Wickham Street is located in the area Brisbane (Queensland), Australia.",100 Wickham Street,,,,,,
"
	Stack.M1 is located in the area Moscow, Russia, and the colocation data center is  carrier neutral. The data center was last updated on 21-11-2012.",Stack.M1,Russia,,117587,Moscow,Stack.M1,Stack Telecom
"
	320 Hill is located in the area Nashville, USA (America).",320 Hill,,,,,,
"
	Top-Colo is located in the area Frankfurt (Frankfurt am Main), Germany (Deutschland), and the colocation data center is not  carrier neutral. The data center was last updated on 25-11-2012.",Top-Colo,Germany,Neu,60326,Frankfurt am Main,,Top-Colo
"
	Clearstream Centre Cardiff is located in the area Cardiff, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 25-11-2012.",Clearstream Centre Cardiff,United Kingdom,,CF38 1Af,Cardiff,Clearstream Centre Cardiff,Clearstream Group
"
	Milk Point Mountain is located in the area Lulea, Sweden (Sverige).",Milk Point Mountain,,,,,,
"
	Ermesinde is located in the area Porto, Portugal, and the colocation data center is  carrier neutral. The data center was last updated on 25-11-2012.",Ermesinde,Portugal,,4445-283 Ermesinde,Ermesinde,Ermesinde,RENTELECOM
"
	ISG-Tier IV Data Center is located in the area Greenville, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 30-11-2012.",ISG-Tier IV Data Center,USA,South Carolina,29301,Spartanburg,ISG-Tier IV Data Center,Integral Solutions Group
"
	Iliad Datacenter - DC3 is located in the area Paris, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 28-11-2012.",Iliad Datacenter - DC3,France,,94400,Vitry sur Seine,Iliad Datacenter - DC3,ILIAD DATACENTER
"
	SYNAPSECOM Thessaloniki SNC-1 is located in the area Thessaloniki, Greece (Hellenic Republic), and the colocation data center is  carrier neutral. The data center was last updated on 29-03-2017.",SYNAPSECOM Thessaloniki SNC-1,Greece,,54628,Thessaloniki,SYNAPSECOM Thessaloniki SNC-1,Synapsecom Telecoms
"
	BCC Data Center is located in the area Poznan, Poland (Polska), and the colocation data center is not  carrier neutral. The data center was last updated on 05-12-2012.",BCC Data Center,Poland,,62-002,Suchy Las near Poznan,BCC Data Center,Business Consulting Center
"
	Syptec - Tijuana is located in the area Tijuana, Mexico (United Mexican States), and the colocation data center is not  carrier neutral. The data center was last updated on 23-04-2015.",Syptec - Tijuana,Mexico,Baja California,cp22420,Tijuana,Syptec - Tijuana,Syptec
"
	One Wilshire Building is located in the area Los Angeles, USA (America).",One Wilshire Building,,,,,,
"
	Ottawa Walkley is located in the area ottawa, canada, and the colocation data center is not  carrier neutral. The data center was last updated on 06-12-2012.",Ottawa Walkley,canada,ontario,k1h1e1,ottawa,Ottawa Walkley,OttCOLO
"
	Hetzner Online Datacenterpark is located in the area Nuremberg (Nürnberg), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 10-12-2012.",Hetzner Online Datacenterpark,Germany,,90431,Nürnberg,Hetzner Online Datacenterpark,Hetzner Online AG
"
	Hetzner Online Datacenterpark is located in the area Falkenstein, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 10-12-2012.",Hetzner Online Datacenterpark,Germany,,08223,Falkenstein,Hetzner Online Datacenterpark,Hetzner Online AG
"
	Metro Data Center is located in the area Columbus, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 09-12-2012.",Metro Data Center,USA,Ohio,43017,Dublin,,Metro Data Center
"
	OSL1 is located in the area Oslo, Norway (Norge), and the colocation data center is  carrier neutral. The data center was last updated on 13-12-2012.",OSL1,Norway,,0579,Oslo,OSL1,Vault AS
"
	Arseva Datacenter Hizmetleri is located in the area Kayseri, Turkey (Türkiye), and the colocation data center is  carrier neutral. The data center was last updated on 14-12-2012.",Arseva Datacenter Hizmetleri,Turkey,Melikgazi,38039,kayseri,Arseva Datacenter Hizmetleri,Nilvera
"
	Hospedaje Web Servidores Dedicados is located in the area Manzanillo, Mexico (United Mexican States), and the colocation data center is not  carrier neutral. The data center was last updated on 25-12-2012.",Hospedaje Web Servidores Dedicados,Mexico,Colima,28864,Manzanillo,Hospedaje Web Servidores Dedicados,Hospedaje Web y Servidores Dedicados
"
	Chief LY Building is located in the area Taipei, Taiwan (Formosa), and the colocation data center is  carrier neutral. The data center was last updated on 15-12-2012.",Chief LY Building,Taiwan,,11491,Taipei,Chief LY Building,Chief Telecom Inc.
"
	IDC2@MekongNET is located in the area Phnom Penh, Cambodia (Kingdom of Cambodia), and the colocation data center is  carrier neutral. The data center was last updated on 16-10-2013.",IDC2@MekongNET,Cambodia,,12300,Phnom Penh,IDC2@MekongNET,MekongNET
"
	IDC1@MekongNET is located in the area Phnom Penh, Cambodia (Kingdom of Cambodia), and the colocation data center is  carrier neutral. The data center was last updated on 16-10-2013.",IDC1@MekongNET,Cambodia,,12211,Phnom Penh,IDC1@MekongNET,MekongNET
"
	The Internet Centre is located in the area Edmonton, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 03-01-2013.",The Internet Centre,Canada,Alberta,T6E 6H5,Edmonton,,The Internet Centre
"
	Cheapest DC Limited is located in the area Hong Kong, Hong Kong (Hong Kong, SAR of China), and the colocation data center is  carrier neutral. The data center was last updated on 27-12-2012.",Cheapest DC Limited,Hong Kong,1,1,Hong Kong,Cheapest DC Limited,Data Centre Hong Kong Limited
"
	Inforsud is located in the area Rodez, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 07-01-2013.",Inforsud,France,,12340,Bozouls,Inforsud,Inforsud Diffusion
"
	CHARLOTTE DATA CENTER is located in the area Charlotte, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 27-12-2013.",CHARLOTTE DATA CENTER,USA,North Carolina,28262,Charlotte,CHARLOTTE DATA CENTER,"Five 9s Digital, LLC"
"
	DATASIX Datacenter is located in the area Vienna (Wien), Austria (Österreich), and the colocation data center is  carrier neutral. The data center was last updated on 20-06-2013.",DATASIX Datacenter,Austria,,1060,Vienna,DATASIX Datacenter,ANEXIA Internetdienstleistungs GmbH
"
	Sapphire Europort is located in the area Gibraltar, Gibraltar, and the colocation data center is not  carrier neutral. The data center was last updated on 09-01-2013.",Sapphire Europort,Gibraltar,,GX11 1AA,Gibraltar,Sapphire Europort,Sapphire Networks
"
	Pidgin Host - Bucharest is located in the area Bucharest, Romania, and the colocation data center is not  carrier neutral. The data center was last updated on 20-04-2017.",Pidgin Host - Bucharest,Romania,Sector 6,062202,Bucharest,Pidgin Host - Bucharest,Pidgin Host S.R.L.
"
	Datacate Inc. is located in the area Sacramento, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-01-2013.",Datacate Inc.,USA,California,95670,Rancho Cordova,,Datacate Inc.
"
	Earthnet Data Center Boulder is located in the area Denver, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 03-12-2015.",Earthnet Data Center Boulder,USA,Colorado,80301,Boulder,Earthnet Data Center Boulder,Earthnet Data Center and Consulting Boulder Colorado
"
	Confisio DataCenter is located in the area Nicosia, Cyprus (Republic of Cyprus), and the colocation data center is  carrier neutral. The data center was last updated on 31-07-2013.",Confisio DataCenter,Cyprus,,CY-2223,Latsia,,Confisio DataCenter
"
	Timico Newark is located in the area Nottingham, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 15-01-2013.",Timico Newark,United Kingdom,Notts,NG24 2AG,Newark,Timico Newark,Timico Ltd
"
	Ruweb-NN is located in the area Nighny Novgorod, Russia, and the colocation data center is  carrier neutral. The data center was last updated on 15-01-2013.",Ruweb-NN,Russia,,603001,Nighny Novgorod,Ruweb-NN,RUWEB-NN
"
	Cloud Center Andalucia is located in the area Granada, Spain (España), and the colocation data center is  carrier neutral. The data center was last updated on 06-02-2014.",Cloud Center Andalucia,Spain,,18015,Granada,Cloud Center Andalucia,Cloud Center Andalucía de Grupo Trevenque
"
	Newport Financial Center is located in the area Hudson County, USA (America).",Newport Financial Center,,,,,,
"
	Global Switch Madrid is located in the area Madrid, Spain (España), and the colocation data center is  carrier neutral. The data center was last updated on 22-01-2013.",Global Switch Madrid,Spain,,28022,Madrid,Global Switch Madrid,Global Switch
"
	AZNetwork is located in the area Alencon, France (Française), and the colocation data center is not  carrier neutral. The data center was last updated on 26-02-2013.",AZNetwork,France,,61000,Alencon,,AZNetwork
"
	Data Center Varion is located in the area Warsaw (Warszawa), Poland (Polska), and the colocation data center is  carrier neutral. The data center was last updated on 13-02-2013.",Data Center Varion,Poland,,02-822,Warsaw,Data Center Varion,Varion Telecom
"
	Landmark IV is located in the area Kelowna, Canada.",Landmark IV,,,,,,
"
	Ad Valem Switzerland is located in the area Geneva (Genève), switzerland (Schweiz), and the colocation data center is  carrier neutral. The data center was last updated on 13-02-2013.",Ad Valem Switzerland,switzerland,,1897,Le Bouveret,Ad Valem Switzerland,Ad Valem Technologies
"
	Medyabim Datacenter is located in the area BURSA, Turkey (Türkiye), and the colocation data center is not  carrier neutral. The data center was last updated on 02-02-2013.",Medyabim Datacenter,Turkey,osmangazi,16080,BURSA,Medyabim Datacenter,Medyabim Internet Hizmetleri
"
	TurkNet Data Center is located in the area Istanbul, Turkey (Türkiye), and the colocation data center is  carrier neutral. The data center was last updated on 30-01-2013.",TurkNet Data Center,Turkey,,34394,Istanbul,TurkNet Data Center,TurkNet Iletisim Hizmetleri A.S.
"
	eircom Clonshaugh is located in the area Dublin, Ireland (Éire), and the colocation data center is  carrier neutral. The data center was last updated on 05-02-2013.",eircom Clonshaugh,Ireland,,Dublin 17,Dublin 17,eircom Clonshaugh,eircom Limited
"
	WEBDEV Data Center is located in the area Radom, Poland (Polska), and the colocation data center is not  carrier neutral. The data center was last updated on 19-02-2013.",WEBDEV Data Center,Poland,,26-600,Radom,WEBDEV Data Center,WEBDEV
"
	Chapal is located in the area Karachi, Pakistan (Islamic Republic of Pakistan), and the colocation data center is not  carrier neutral. The data center was last updated on 14-02-2017.",Chapal,Pakistan,Sindh,75600,Karachi,,Chapal
"
	TELEHOUSE Singapore is located in the area Singapore, Singapore, and the colocation data center is  carrier neutral. The data center was last updated on 09-06-2015.",TELEHOUSE Singapore,Singapore,,069534,Singapore,TELEHOUSE Singapore,KDDI Corporation
"
	TELEHOUSE Hong Kong - 1 is located in the area Hong Kong, Hong Kong (Hong Kong, SAR of China), and the colocation data center is  carrier neutral. The data center was last updated on 09-06-2015.",TELEHOUSE Hong Kong - 1,Hong Kong,,?,Hong Kong,TELEHOUSE Hong Kong - 1,KDDI Corporation
"
	TELEHOUSE Seoul is located in the area Seoul, South Korea (Republic of Korea), and the colocation data center is  carrier neutral. The data center was last updated on 09-06-2015.",TELEHOUSE Seoul,South Korea,,100-170,Seoul,TELEHOUSE Seoul,KDDI Corporation
"
	Injazat Data Center is located in the area Abu Dhabi, United Arab Emirates (UAE), and the colocation data center is not  carrier neutral. The data center was last updated on 14-02-2013.",Injazat Data Center,United Arab Emirates,,8230,Mohammed Bin Zayed City,Injazat Data Center,Injazat Data Systems
"
	GlobalConnect Odense is located in the area Odense, Denmark (Danmark), and the colocation data center is  carrier neutral. The data center was last updated on 11-02-2013.",GlobalConnect Odense,Denmark,,5220,Odense SOE,GlobalConnect Odense,GlobalConnect A/S
"
	Hong Kong Serverworks Data Centre is located in the area Tsuen Wan, Hong Kong (Hong Kong, SAR of China), and the colocation data center is  carrier neutral. The data center was last updated on 05-12-2013.",Hong Kong Serverworks Data Centre,Hong Kong,,HK,Hong Kong,,Hong Kong Serverworks Data Centre
"
	GlobalConnect Stilling is located in the area Skanderborg, Denmark (Danmark), and the colocation data center is  carrier neutral. The data center was last updated on 11-02-2013.",GlobalConnect Stilling,Denmark,,8660,Skanderborg,GlobalConnect Stilling,GlobalConnect A/S
"
	TELEHOUSE Beijing BEZ - 1 is located in the area Beijing, China, and the colocation data center is  carrier neutral. The data center was last updated on 22-06-2015.",TELEHOUSE Beijing BEZ - 1,China,,Beijng,Beijing,TELEHOUSE Beijing BEZ - 1,KDDI Corporation
"
	Data Holdings LLC is located in the area Milwaukee, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 18-02-2015.",Data Holdings LLC,USA,Wisconsin,53208,Milwaukee,,Data Holdings LLC
"
	GIGANET is located in the area Nyiregyhaza (Nyíregyháza), Hungary, and the colocation data center is not  carrier neutral. The data center was last updated on 18-02-2013.",GIGANET,Hungary,SZSZB,4400,Nyíregyháza,GIGANET,Giganet ISP
"
	East Cincinnati (Ivy Pointe) is located in the area Cincinnati, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 28-10-2013.",East Cincinnati (Ivy Pointe),USA,Ohio,45245,Cincinnati,East Cincinnati (Ivy Pointe),Immedion
"
	Tata Communications Mumbai Andheri is located in the area Mumbai, India, and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Mumbai Andheri,India,Maharashtra,400093,Mumbai,Tata Communications Mumbai Andheri,Tata Communications
"
	Tata Communications Mumbai LVSB is located in the area Mumbai, India, and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Mumbai LVSB,India,Maharashtra,400028,Mumbai,Tata Communications Mumbai LVSB,Tata Communications
"
	Tata Communications Bangalore KIADB is located in the area Bangalore (Bengaluru), India, and the colocation data center is  carrier neutral. The data center was last updated on 13-05-2015.",Tata Communications Bangalore KIADB,India,Karnataka,560066,Bangalore,Tata Communications Bangalore KIADB,Tata Communications
"
	Tata Communications Bangalore VSB is located in the area Bangalore (Bengaluru), India, and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Bangalore VSB,India,Karnataka,560094,Bangalore,Tata Communications Bangalore VSB,Tata Communications
"
	Tata Communications Delhi VSB is located in the area New Delhi, India, and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Delhi VSB,India,New Delhi,110001,New Delhi,Tata Communications Delhi VSB,Tata Communications
"
	Tata Communications Kolkata is located in the area Kolkata, India, and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Kolkata,India,West Bengal,700054,Kolkata,Tata Communications Kolkata,Tata Communications
"
	Tata Communications New Delhi GK1 is located in the area New Delhi, India, and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications New Delhi GK1,India,New Delhi,110048,New Delhi,Tata Communications New Delhi GK1,Tata Communications
"
	Tata Communications Hyderabad is located in the area Hyderabad, India, and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Hyderabad,India,Andhra Pradesh,500081,Hyderabad,Tata Communications Hyderabad,Tata Communications
"
	Tata Communications Chennai VSB is located in the area Chennai, India, and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Chennai VSB,India,Tamil Nadu,600002,Chennai,Tata Communications Chennai VSB,Tata Communications
"
	Tata Communications Pune is located in the area Pune, India, and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Pune,India,Maharashtra,411015,Pune,Tata Communications Pune,Tata Communications
"
	Tata Communications Highbridge is located in the area Somerset, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Highbridge,United Kingdom,,TA9 4JP,Highbridge,Tata Communications Highbridge,Tata Communications
"
	Tata Communications Hillsboro is located in the area Portland, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Hillsboro,USA,Oregon,97124,Hillsboro,Tata Communications Hillsboro,Tata Communications
"
	Tata Communications Wall NJ is located in the area Wall Township, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Wall NJ,USA,New Jersey,07719,Wall Township,Tata Communications Wall NJ,Tata Communications
"
	Tata Communications Ambattur is located in the area Chennai, India, and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Ambattur,India,Tamil Nadu,600053,Chennai,Tata Communications Ambattur,Tata Communications
"
	Tata Communications Singapore TCX is located in the area Singapore, Singapore, and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Singapore TCX,Singapore,Singapore,534103,Singapore,Tata Communications Singapore TCX,Tata Communications
"
	Tata Communications Singapore GS is located in the area Singapore, Singapore, and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Singapore GS,Singapore,Singapore,534408,Singapore,Tata Communications Singapore GS,Tata Communications
"
	Tata Communications Stratford is located in the area London, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 20-02-2013.",Tata Communications Stratford,United Kingdom,,E15 1NG,London,Tata Communications Stratford,Tata Communications
"
	717 S. Well St. is located in the area Chicago, USA (America).",717 S. Well St.,,,,,,
"
	360 East 22nd Street is located in the area Chicago, USA (America).",360 East 22nd Street,,,,,,
"
	1808 Swift Drive is located in the area Chicago, USA (America).",1808 Swift Drive,,,,,,
"
	600 West Chicago Avenue is located in the area Chicago, USA (America).",600 West Chicago Avenue,,,,,,
"
	Syntigo data centre is located in the area Mechelen, Belgium, and the colocation data center is  carrier neutral. The data center was last updated on 01-03-2013.",Syntigo data centre,Belgium,,2812,Muizen,Syntigo data centre,Syntigo
"
	APT Satellite is located in the area Tai Po, Hong Kong (Hong Kong, SAR of China).",APT Satellite,,,,,,
"
	NCC 1623 Farnam is located in the area Omaha, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 06-03-2013.",NCC 1623 Farnam,USA,Nebraska,68102,Omaha,NCC 1623 Farnam,Nebraska Colocation Centers
"
	Sharp building is located in the area Lincoln, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 06-03-2013.",Sharp building,USA,Nebraska,68508,Lincoln,Sharp building,Nebraska Colocation Centers
"
	CUBE is located in the area Gibraltar, Gibraltar, and the colocation data center is  carrier neutral. The data center was last updated on 08-01-2014.",CUBE,Gibraltar,,GX1 1AA,Gibraltar,CUBE,Cube
"
	Peachtree Data Center is located in the area Atlanta, USA (America).",Peachtree Data Center,,,,,,
"
	Tux.co.il is located in the area Tel Aviv, Israel, and the colocation data center is not  carrier neutral. The data center was last updated on 07-03-2013.",Tux.co.il,Israel,,48091,Rosh Haain,Tux.co.il,Tux Internet
"
	The Brownrice Datacenter is located in the area Taos, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 11-03-2013.",The Brownrice Datacenter,USA,New Mexico,87571,Taos,The Brownrice Datacenter,"Brownrice Internet, Inc."
"
	KIRZ Data Center is located in the area Bangkok, Thailand (Ratcha Anachak Thai), and the colocation data center is  carrier neutral. The data center was last updated on 15-03-2013.",KIRZ Data Center,Thailand,,10110,Bangkok,KIRZ Data Center,KIRZ
"
	Jaygah is located in the area Tehran, Iran, and the colocation data center is  carrier neutral. The data center was last updated on 14-03-2013.",Jaygah,Iran,Tehran,1133634113,Tehran,Jaygah,Advanced Communications Technology
"
	Oversun-Mercury is located in the area Moscow, Russia, and the colocation data center is not  carrier neutral. The data center was last updated on 14-03-2013.",Oversun-Mercury,Russia,,111024,Moscow,Oversun-Mercury,Oversun
"
	East Africa Data Center is located in the area Nairobi, Kenya (Republic of Kenya), and the colocation data center is  carrier neutral. The data center was last updated on 04-10-2013.",East Africa Data Center,Kenya,Kenya,254,Nairobi,East Africa Data Center,Liquid Telecom Kenya
"
	TelecityGroup Paris (Condorcet) is located in the area Paris, France (Française), and the colocation data center is  carrier neutral. The data center was last updated on 18-03-2013.",TelecityGroup Paris (Condorcet),France,,93300,Paris,TelecityGroup Paris (Condorcet),TelecityGroup
"
	Nancy SJ1 is located in the area Nancy, France (Française), and the colocation data center is not  carrier neutral. The data center was last updated on 27-03-2013.",Nancy SJ1,France,,54320,Maxéville,Nancy SJ1,ADISTA
"
	Nancy SJ2 is located in the area Nancy, france (Française), and the colocation data center is not  carrier neutral. The data center was last updated on 27-03-2013.",Nancy SJ2,france,,54320,Maxéville,Nancy SJ2,ADISTA
"
	TRIJIT INDIA DATACENTER is located in the area Bangalore (Bengaluru), India, and the colocation data center is  carrier neutral. The data center was last updated on 23-03-2013.",TRIJIT INDIA DATACENTER,India,Karnataka,560064,Bangalore,TRIJIT INDIA DATACENTER,"Trijit Technologies Pvt. Ltd.,"
"
	BurstNET - PA DC2 is located in the area Scranton, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 28-09-2013.",BurstNET - PA DC2,USA,Pennsylvania,18512,Dunmore,BurstNET - PA DC2,BurstNET
"
	Orange County Managed Colo is located in the area Newport Beach, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-03-2013.",Orange County Managed Colo,USA,California,92660,Newport Beach,Orange County Managed Colo,RCG International
"
	Venyu Baton Rouge is located in the area Baton Rouge, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-03-2013.",Venyu Baton Rouge,USA,Louisiana,70806,Baton Rouge,Venyu Baton Rouge,Venyu
"
	Venyu Bossier City / Shreveport is located in the area Shreveport, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 22-03-2013.",Venyu Bossier City / Shreveport,USA,Louisiana,71111,Bossier City,Venyu Bossier City / Shreveport,Venyu
"
	Datacenter MUC (East) is located in the area Munich (Münich), Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 23-03-2013.",Datacenter MUC (East),Germany,,81829,Munich,Datacenter MUC (East),Datacenter Muc
"
	Geraldton Data Centre is located in the area Geraldton, Australia, and the colocation data center is  carrier neutral. The data center was last updated on 25-03-2013.",Geraldton Data Centre,Australia,WA,6530,Geraldton,,Geraldton Data Centre
"
	Downtown Toronto is located in the area Toronto, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 25-03-2013.",Downtown Toronto,Canada,Ontario,M5H 1J8,Toronto,Downtown Toronto,Cogeco Data Services Inc.
